,Real Kd value,Predicted Kd value,Absolute error,Relative error,Relative error,Mean absolute error,Mean relative error
15229,0.243378662,0.25,0.006621338,2.720590921,2.720590921,,
15230,0.185937235,0.2,0.014062765,7.563178706,7.563178706,,
15231,0.13508862,0.14,0.00491138,3.635672418,3.635672418,,
15232,0.100000006,0.1,6.27E-09,6.27E-06,6.27E-06,,
15233,0.241301184,0.24,0.001301184,0.539236503,0.539236503,,
15234,0,0,0,#¡DIV/0!,0,,
15235,0,0,0,#¡DIV/0!,0,,
15236,0,0,0,#¡DIV/0!,0,,
15237,0,0,0,#¡DIV/0!,0,,
15238,0,0,0,#¡DIV/0!,0,,
15239,0,0,0,#¡DIV/0!,0,,
15240,0,0,0,#¡DIV/0!,0,,
15241,0,0,0,#¡DIV/0!,0,,
15242,0,0,0,#¡DIV/0!,0,,
15243,0,0,0,#¡DIV/0!,0,,
15244,0,0,0,#¡DIV/0!,0,,
15245,0.97000004,0.97,3.97E-08,4.09E-06,4.09E-06,,
15246,0.951764617,0.95,0.001764617,0.185404811,0.185404811,,
15247,0.590115828,0.56,0.030115828,5.10337573,5.10337573,,
15248,0.421176919,0.42,0.001176919,0.27943584,0.27943584,,
15249,0.361470256,0.36,0.001470256,0.406743149,0.406743149,,
15250,0.328845978,0.31,0.018845978,5.730943669,5.730943669,,
15251,0.294737405,0.28,0.014737405,5.000181474,5.000181474,,
15252,0.253309648,0.23,0.023309648,9.202037343,9.202037343,,
15253,0.201491962,0.2,0.001491962,0.740457511,0.740457511,,
15254,0.140907766,0.14,0.000907766,0.644227103,0.644227103,,
15255,0.352121003,0.37,0.017878997,5.077515034,5.077515034,,
15256,0.208360693,0.18,0.028360693,13.61134529,13.61134529,,
15257,0.675928309,0.66,0.015928309,2.356508586,2.356508586,,
15258,0,0,0,#¡DIV/0!,0,,
15259,0,0,0,#¡DIV/0!,0,,
15260,0,0,0,#¡DIV/0!,0,,
15261,0,0,0,#¡DIV/0!,0,,
15262,0,0,0,#¡DIV/0!,0,,
15263,0,0,0,#¡DIV/0!,0,,
15264,0,0,0,#¡DIV/0!,0,,
15265,0,0,0,#¡DIV/0!,0,,
15266,0,0,0,#¡DIV/0!,0,,
15267,0,0,0,#¡DIV/0!,0,,
15268,0,0,0,#¡DIV/0!,0,,
15269,0.970000032,0.97,3.18E-08,3.28E-06,3.28E-06,,
15270,0.970000013,0.97,1.35E-08,1.39E-06,1.39E-06,,
15271,0.970000008,0.97,8.27E-09,8.53E-07,8.53E-07,,
15272,0.96980917,0.97,0.00019083,0.019677027,0.019677027,,
15273,0.965923075,0.97,0.004076925,0.42207557,0.42207557,,
15274,0.952935762,0.95,0.002935762,0.308075583,0.308075583,,
15275,0.70723747,0.7,0.00723747,1.023343629,1.023343629,,
15276,0.430338633,0.42,0.010338633,2.402441178,2.402441178,,
15277,0.389251037,0.38,0.009251037,2.376624887,2.376624887,,
15278,0.367453857,0.35,0.017453857,4.749945194,4.749945194,,
15279,0.405679732,0.4,0.005679732,1.400053231,1.400053231,,
15280,0.368400339,0.37,0.001599661,0.434218091,0.434218091,,
15281,0.486749782,0.44,0.046749782,9.604479263,9.604479263,,
15282,0,0,0,#¡DIV/0!,0,,
15283,0,0,0,#¡DIV/0!,0,,
15284,0,0,0,#¡DIV/0!,0,,
15285,0,0,0,#¡DIV/0!,0,,
15286,0,0,0,#¡DIV/0!,0,,
15287,0,0,0,#¡DIV/0!,0,,
15288,0,0,0,#¡DIV/0!,0,,
15289,0,0,0,#¡DIV/0!,0,,
15290,0,0,0,#¡DIV/0!,0,,
15291,0,0,0,#¡DIV/0!,0,,
15292,0,0,0,#¡DIV/0!,0,,
15293,0.970000033,0.97,3.27E-08,3.37E-06,3.37E-06,,
15294,0.95603957,0.95,0.00603957,0.631728022,0.631728022,,
15295,0.650505375,0.64,0.010505375,1.614955892,1.614955892,,
15296,0.486085165,0.49,0.003914835,0.805380373,0.805380373,,
15297,0.413567814,0.42,0.006432186,1.555291642,1.555291642,,
15298,0.370704387,0.38,0.009295613,2.507553956,2.507553956,,
15299,0.338696471,0.35,0.011303529,3.337362635,3.337362635,,
15300,0.305806483,0.32,0.014193517,4.641339508,4.641339508,,
15301,0.241260995,0.25,0.008739005,3.622220299,3.622220299,,
15302,0.34509053,0.35,0.00490947,1.422661494,1.422661494,,
15303,0.654184526,0.67,0.015815474,2.417586048,2.417586048,,
15304,0.722288233,0.72,0.002288233,0.316803244,0.316803244,,
15305,0.689915999,0.71,0.020084001,2.911079125,2.911079125,,
15306,0,0,0,#¡DIV/0!,0,,
15307,0,0,0,#¡DIV/0!,0,,
15308,0,0,0,#¡DIV/0!,0,,
15309,0,0,0,#¡DIV/0!,0,,
15310,0,0,0,#¡DIV/0!,0,,
15311,0,0,0,#¡DIV/0!,0,,
15312,0,0,0,#¡DIV/0!,0,,
15313,0,0,0,#¡DIV/0!,0,,
15314,0,0,0,#¡DIV/0!,0,,
15315,0,0,0,#¡DIV/0!,0,,
15316,0,0,0,#¡DIV/0!,0,,
15317,0.970000016,0.97,1.64E-08,1.69E-06,1.69E-06,,
15318,0.970000027,0.97,2.68E-08,2.76E-06,2.76E-06,,
15319,0.970000052,0.97,5.16E-08,5.32E-06,5.32E-06,,
15320,0.967883241,0.97,0.002116759,0.218699791,0.218699791,,
15321,0.963426252,0.96,0.003426252,0.355632033,0.355632033,,
15322,0.953232628,0.95,0.003232628,0.339122661,0.339122661,,
15323,0.954972112,0.95,0.004972112,0.520655185,0.520655185,,
15324,0.970000069,0.97,6.90E-08,7.12E-06,7.12E-06,,
15325,0.959807414,0.93,0.029807414,3.10556193,3.10556193,,
15326,0.720198938,0.69,0.030198938,4.193138312,4.193138312,,
15327,0.625848074,0.6,0.025848074,4.130087712,4.130087712,,
15328,0.372121743,0.37,0.002121743,0.57017441,0.57017441,,
15329,0.594096804,0.54,0.054096804,9.105722068,9.105722068,,
15330,0,0,0,#¡DIV/0!,0,,
15331,0,0,0,#¡DIV/0!,0,,
15332,0,0,0,#¡DIV/0!,0,,
15333,0,0,0,#¡DIV/0!,0,,
15334,0,0,0,#¡DIV/0!,0,,
15335,0,0,0,#¡DIV/0!,0,,
15336,0,0,0,#¡DIV/0!,0,,
15337,0,0,0,#¡DIV/0!,0,,
15338,0,0,0,#¡DIV/0!,0,,
15339,0,0,0,#¡DIV/0!,0,,
15340,0,0,0,#¡DIV/0!,0,,
15341,0.97000001,0.97,9.52E-09,9.81E-07,9.81E-07,,
15342,0.954655738,0.95,0.004655738,0.48768767,0.48768767,,
15343,0.657730746,0.64,0.017730746,2.695745344,2.695745344,,
15344,0.513701492,0.51,0.003701492,0.720553094,0.720553094,,
15345,0.436240598,0.43,0.006240598,1.430540302,1.430540302,,
15346,0.395837624,0.41,0.014162376,3.577824591,3.577824591,,
15347,0.359823286,0.36,0.000176714,0.049111359,0.049111359,,
15348,0.322979848,0.34,0.017020152,5.269725766,5.269725766,,
15349,0.259918806,0.26,8.12E-05,0.031238251,0.031238251,,
15350,0.434779838,0.44,0.005220162,1.200644951,1.200644951,,
15351,0.81828469,0.82,0.00171531,0.209622671,0.209622671,,
15352,0.755965757,0.76,0.004034243,0.533654196,0.533654196,,
15353,0.56995572,0.55,0.01995572,3.501275423,3.501275423,,
15354,0,0,0,#¡DIV/0!,0,,
15355,0,0,0,#¡DIV/0!,0,,
15356,0,0,0,#¡DIV/0!,0,,
15357,0,0,0,#¡DIV/0!,0,,
15358,0,0,0,#¡DIV/0!,0,,
15359,0,0,0,#¡DIV/0!,0,,
15360,0,0,0,#¡DIV/0!,0,,
15361,0,0,0,#¡DIV/0!,0,,
15362,0,0,0,#¡DIV/0!,0,,
15363,0,0,0,#¡DIV/0!,0,,
15364,0,0,0,#¡DIV/0!,0,,
15365,0.96999999,0.97,1.05E-08,1.08E-06,1.08E-06,,
15366,0.970000035,0.97,3.53E-08,3.63E-06,3.63E-06,,
15367,0.966677798,0.96,0.006677798,0.690798774,0.690798774,,
15368,0.920951495,0.91,0.010951495,1.18915002,1.18915002,,
15369,0.859784359,0.87,0.010215641,1.188163165,1.188163165,,
15370,0.781792305,0.78,0.001792305,0.229255902,0.229255902,,
15371,0.572155391,0.56,0.012155391,2.124491172,2.124491172,,
15372,0.638417616,0.65,0.011582384,1.814233195,1.814233195,,
15373,0.720798304,0.7,0.020798304,2.885454027,2.885454027,,
15374,0.755998615,0.75,0.005998615,0.793469013,0.793469013,,
15375,0.941988651,0.94,0.001988651,0.21111199,0.21111199,,
15376,0.934974011,0.93,0.004974011,0.531994578,0.531994578,,
15377,0.685510362,0.65,0.035510362,5.180135012,5.180135012,,
15378,0,0,0,#¡DIV/0!,0,,
15379,0,0,0,#¡DIV/0!,0,,
15380,0,0,0,#¡DIV/0!,0,,
15381,0,0,0,#¡DIV/0!,0,,
15382,0,0,0,#¡DIV/0!,0,,
15383,0,0,0,#¡DIV/0!,0,,
15384,0,0,0,#¡DIV/0!,0,,
15385,0,0,0,#¡DIV/0!,0,,
15386,0,0,0,#¡DIV/0!,0,,
15387,0,0,0,#¡DIV/0!,0,,
15388,0,0,0,#¡DIV/0!,0,,
15389,0.970000063,0.97,6.34E-08,6.54E-06,6.54E-06,,
15390,0.970000064,0.97,6.40E-08,6.60E-06,6.60E-06,,
15391,0.969999976,0.97,2.37E-08,2.44E-06,2.44E-06,,
15392,0.970000007,0.97,7.10E-09,7.32E-07,7.32E-07,,
15393,0.908752093,0.9,0.008752093,0.96308914,0.96308914,,
15394,0.88886622,0.9,0.01113378,1.252582224,1.252582224,,
15395,0.970000059,0.97,5.89E-08,6.08E-06,6.08E-06,,
15396,0.970000026,0.97,2.59E-08,2.67E-06,2.67E-06,,
15397,0.970000077,0.97,7.69E-08,7.92E-06,7.92E-06,,
15398,0.970000018,0.97,1.78E-08,1.83E-06,1.83E-06,,
15399,0.970000008,0.97,7.60E-09,7.84E-07,7.84E-07,,
15400,0.970000035,0.97,3.54E-08,3.65E-06,3.65E-06,,
15401,0.970000061,0.97,6.09E-08,6.28E-06,6.28E-06,,
15402,0,0,0,#¡DIV/0!,0,,
15403,0,0,0,#¡DIV/0!,0,,
15404,0,0,0,#¡DIV/0!,0,,
15405,0,0,0,#¡DIV/0!,0,,
15406,0,0,0,#¡DIV/0!,0,,
15407,0,0,0,#¡DIV/0!,0,,
15408,0,0,0,#¡DIV/0!,0,,
15409,0,0,0,#¡DIV/0!,0,,
15410,0,0,0,#¡DIV/0!,0,,
15411,0,0,0,#¡DIV/0!,0,,
15412,0,0,0,#¡DIV/0!,0,,
15413,0.970000016,0.97,1.63E-08,1.68E-06,1.68E-06,,
15414,0.970000053,0.97,5.26E-08,5.42E-06,5.42E-06,,
15415,0.965784566,0.97,0.004215434,0.43647766,0.43647766,,
15416,0.894588302,0.91,0.015411698,1.722769935,1.722769935,,
15417,0.950068391,0.95,6.84E-05,0.007198579,0.007198579,,
15418,0.970000012,0.97,1.19E-08,1.23E-06,1.23E-06,,
15419,0.969999996,0.97,3.84E-09,3.96E-07,3.96E-07,,
15420,0.970000062,0.97,6.24E-08,6.44E-06,6.44E-06,,
15421,0.96999999,0.97,1.03E-08,1.06E-06,1.06E-06,,
15422,0.96711719,0.97,0.00288281,0.298082848,0.298082848,,
15423,0.95313779,0.95,0.00313779,0.329206367,0.329206367,,
15424,0.755717053,0.73,0.025717053,3.403000224,3.403000224,,
15425,0.935590258,0.93,0.005590258,0.597511328,0.597511328,,
15426,0,0,0,#¡DIV/0!,0,,
15427,0,0,0,#¡DIV/0!,0,,
15428,0,0,0,#¡DIV/0!,0,,
15429,0,0,0,#¡DIV/0!,0,,
15430,0,0,0,#¡DIV/0!,0,,
15431,0,0,0,#¡DIV/0!,0,,
15432,0,0,0,#¡DIV/0!,0,,
15433,0,0,0,#¡DIV/0!,0,,
15434,0,0,0,#¡DIV/0!,0,,
15435,0,0,0,#¡DIV/0!,0,,
15436,0,0,0,#¡DIV/0!,0,,
15437,0.970000007,0.97,6.52E-09,6.72E-07,6.72E-07,,
15438,0.955032807,0.95,0.005032807,0.526977416,0.526977416,,
15439,0.602891906,0.6,0.002891906,0.479672374,0.479672374,,
15440,0.439718448,0.43,0.009718448,2.210152373,2.210152373,,
15441,0.358550101,0.36,0.001449899,0.404378269,0.404378269,,
15442,0.372699475,0.38,0.007300525,1.958823598,1.958823598,,
15443,0.328480748,0.32,0.008480748,2.581809743,2.581809743,,
15444,0.28942284,0.28,0.00942284,3.255734787,3.255734787,,
15445,0.254923293,0.25,0.004923293,1.931283937,1.931283937,,
15446,0.111514727,0.1,0.011514727,10.32574523,10.32574523,,
15447,0.276178611,0.28,0.003821389,1.383665811,1.383665811,,
15448,0.510667444,0.52,0.009332556,1.827521168,1.827521168,,
15449,0.929824903,0.93,0.000175097,0.018831162,0.018831162,,
15450,0,0,0,#¡DIV/0!,0,,
15451,0,0,0,#¡DIV/0!,0,,
15452,0,0,0,#¡DIV/0!,0,,
15453,0,0,0,#¡DIV/0!,0,,
15454,0,0,0,#¡DIV/0!,0,,
15455,0,0,0,#¡DIV/0!,0,,
15456,0,0,0,#¡DIV/0!,0,,
15457,0,0,0,#¡DIV/0!,0,,
15458,0,0,0,#¡DIV/0!,0,,
15459,0,0,0,#¡DIV/0!,0,,
15460,0,0,0,#¡DIV/0!,0,,
15461,0.970000066,0.97,6.57E-08,6.77E-06,6.77E-06,,
15462,0.970000009,0.97,9.41E-09,9.70E-07,9.70E-07,,
15463,0.728093397,0.71,0.018093397,2.485037872,2.485037872,,
15464,0.508845083,0.49,0.018845083,3.703501016,3.703501016,,
15465,0.500851586,0.49,0.010851586,2.166627127,2.166627127,,
15466,0.458750211,0.44,0.018750211,4.087237562,4.087237562,,
15467,0.373834675,0.36,0.013834675,3.700746796,3.700746796,,
15468,0.313719871,0.31,0.003719871,1.185730044,1.185730044,,
15469,0.418176674,0.42,0.001823326,0.43601799,0.43601799,,
15470,0.799321444,0.8,0.000678556,0.084891543,0.084891543,,
15471,0.944654792,0.94,0.004654792,0.492750559,0.492750559,,
15472,0.761727928,0.76,0.001727928,0.226843191,0.226843191,,
15473,0.767866122,0.74,0.027866122,3.62903387,3.62903387,,
15474,0,0,0,#¡DIV/0!,0,,
15475,0,0,0,#¡DIV/0!,0,,
15476,0,0,0,#¡DIV/0!,0,,
15477,0,0,0,#¡DIV/0!,0,,
15478,0,0,0,#¡DIV/0!,0,,
15479,0,0,0,#¡DIV/0!,0,,
15480,0,0,0,#¡DIV/0!,0,,
15481,0,0,0,#¡DIV/0!,0,,
15482,0,0,0,#¡DIV/0!,0,,
15483,0,0,0,#¡DIV/0!,0,,
15484,0,0,0,#¡DIV/0!,0,,
15485,0.96999999,0.97,9.88E-09,1.02E-06,1.02E-06,,
15486,0.966227006,0.96,0.006227006,0.644466123,0.644466123,,
15487,0.65588094,0.63,0.02588094,3.945981378,3.945981378,,
15488,0.457274807,0.43,0.027274807,5.964642374,5.964642374,,
15489,0.378681898,0.36,0.018681898,4.933401282,4.933401282,,
15490,0.327482497,0.33,0.002517503,0.768744205,0.768744205,,
15491,0.346011224,0.35,0.003988776,1.15278815,1.15278815,,
15492,0.297173527,0.28,0.017173527,5.778956005,5.778956005,,
15493,0.246027049,0.25,0.003972951,1.614843131,1.614843131,,
15494,0.27941531,0.28,0.00058469,0.20925483,0.20925483,,
15495,0.421960161,0.41,0.011960161,2.834428911,2.834428911,,
15496,0.547670717,0.52,0.027670717,5.052436868,5.052436868,,
15497,0.667348427,0.51,0.157348427,23.57815213,23.57815213,,
15498,0,0,0,#¡DIV/0!,0,,
15499,0,0,0,#¡DIV/0!,0,,
15500,0,0,0,#¡DIV/0!,0,,
15501,0,0,0,#¡DIV/0!,0,,
15502,0,0,0,#¡DIV/0!,0,,
15503,0,0,0,#¡DIV/0!,0,,
15504,0,0,0,#¡DIV/0!,0,,
15505,0,0,0,#¡DIV/0!,0,,
15506,0,0,0,#¡DIV/0!,0,,
15507,0,0,0,#¡DIV/0!,0,,
15508,0,0,0,#¡DIV/0!,0,,
15509,0.969999996,0.97,3.60E-09,3.71E-07,3.71E-07,,
15510,0.948876206,0.94,0.008876206,0.935444066,0.935444066,,
15511,0.544404211,0.52,0.024404211,4.482737317,4.482737317,,
15512,0.374231367,0.37,0.004231367,1.130682083,1.130682083,,
15513,0.282661288,0.28,0.002661288,0.94151126,0.94151126,,
15514,0.235564656,0.23,0.005564656,2.362262827,2.362262827,,
15515,0.194837859,0.2,0.005162141,2.649454609,2.649454609,,
15516,0.259995808,0.16,0.099995808,38.46054636,38.46054636,,
15517,0.28823949,0.31,0.02176051,7.549454777,7.549454777,,
15518,0.328895136,0.34,0.011104864,3.376414914,3.376414914,,
15519,0.379769721,0.38,0.000230279,0.060636456,0.060636456,,
15520,0.4861833,0.49,0.0038167,0.785033045,0.785033045,,
15521,0.443947578,0.48,0.036052422,8.120873761,8.120873761,,
15522,0,0,0,#¡DIV/0!,0,,
15523,0,0,0,#¡DIV/0!,0,,
15524,0,0,0,#¡DIV/0!,0,,
15525,0,0,0,#¡DIV/0!,0,,
15526,0,0,0,#¡DIV/0!,0,,
15527,0,0,0,#¡DIV/0!,0,,
15528,0,0,0,#¡DIV/0!,0,,
15529,0,0,0,#¡DIV/0!,0,,
15530,0,0,0,#¡DIV/0!,0,,
15531,0,0,0,#¡DIV/0!,0,,
15532,0,0,0,#¡DIV/0!,0,,
15533,0.970000077,0.97,7.73E-08,7.97E-06,7.97E-06,,
15534,0.949300705,0.94,0.009300705,0.979742792,0.979742792,,
15535,0.566218977,0.54,0.026218977,4.630536687,4.630536687,,
15536,0.403584059,0.38,0.023584059,5.843654749,5.843654749,,
15537,0.31599854,0.31,0.00599854,1.898280798,1.898280798,,
15538,0.268608766,0.26,0.008608766,3.204946065,3.204946065,,
15539,0.229732334,0.23,0.000267666,0.116512179,0.116512179,,
15540,0.185164113,0.18,0.005164113,2.788938217,2.788938217,,
15541,0.132597867,0.14,0.007402133,5.582392496,5.582392496,,
15542,0.325515268,0.34,0.014484732,4.449785859,4.449785859,,
15543,0.377073224,0.38,0.002926776,0.77618238,0.77618238,,
15544,0.451454913,0.46,0.008545087,1.892788576,1.892788576,,
15545,0.641648327,0.51,0.131648327,20.5172088,20.5172088,,
15546,0,0,0,#¡DIV/0!,0,,
15547,0,0,0,#¡DIV/0!,0,,
15548,0,0,0,#¡DIV/0!,0,,
15549,0,0,0,#¡DIV/0!,0,,
15550,0,0,0,#¡DIV/0!,0,,
15551,0,0,0,#¡DIV/0!,0,,
15552,0,0,0,#¡DIV/0!,0,,
15553,0,0,0,#¡DIV/0!,0,,
15554,0,0,0,#¡DIV/0!,0,,
15555,0,0,0,#¡DIV/0!,0,,
15556,0,0,0,#¡DIV/0!,0,,
15557,0.970000045,0.97,4.49E-08,4.63E-06,4.63E-06,,
15558,0.969999995,0.97,4.85E-09,5.00E-07,5.00E-07,,
15559,0.970000042,0.97,4.21E-08,4.34E-06,4.34E-06,,
15560,0.970000033,0.97,3.27E-08,3.37E-06,3.37E-06,,
15561,0.970000032,0.97,3.20E-08,3.30E-06,3.30E-06,,
15562,0.970000043,0.97,4.25E-08,4.38E-06,4.38E-06,,
15563,0.970000027,0.97,2.71E-08,2.80E-06,2.80E-06,,
15564,0.970000032,0.97,3.18E-08,3.28E-06,3.28E-06,,
15565,0.969999989,0.97,1.15E-08,1.18E-06,1.18E-06,,
15566,0.969999999,0.97,8.89E-10,9.16E-08,9.16E-08,,
15567,0.969736456,0.97,0.000263544,0.027176918,0.027176918,,
15568,0.949894058,0.94,0.009894058,1.04159596,1.04159596,,
15569,0.726433896,0.72,0.006433896,0.885682295,0.885682295,,
15570,0,0,0,#¡DIV/0!,0,,
15571,0,0,0,#¡DIV/0!,0,,
15572,0,0,0,#¡DIV/0!,0,,
15573,0,0,0,#¡DIV/0!,0,,
15574,0,0,0,#¡DIV/0!,0,,
15575,0,0,0,#¡DIV/0!,0,,
15576,0,0,0,#¡DIV/0!,0,,
15577,0,0,0,#¡DIV/0!,0,,
15578,0,0,0,#¡DIV/0!,0,,
15579,0,0,0,#¡DIV/0!,0,,
15580,0,0,0,#¡DIV/0!,0,,
15581,0.970000014,0.97,1.42E-08,1.46E-06,1.46E-06,,
15582,0.970000058,0.97,5.84E-08,6.02E-06,6.02E-06,,
15583,0.970000004,0.97,3.56E-09,3.67E-07,3.67E-07,,
15584,0.970000036,0.97,3.58E-08,3.69E-06,3.69E-06,,
15585,0.83457439,0.83,0.00457439,0.548110539,0.548110539,,
15586,0.537447683,0.53,0.007447683,1.385750231,1.385750231,,
15587,0.493488064,0.49,0.003488064,0.706818303,0.706818303,,
15588,0.635802057,0.63,0.005802057,0.912557188,0.912557188,,
15589,0.852203441,0.85,0.002203441,0.258558101,0.258558101,,
15590,0.944440762,0.94,0.004440762,0.470200151,0.470200151,,
15591,0.950628142,0.95,0.000628142,0.066076494,0.066076494,,
15592,0.77228881,0.77,0.00228881,0.296367112,0.296367112,,
15593,0.279643885,0.17,0.109643885,39.20839717,39.20839717,,
15594,0,0,0,#¡DIV/0!,0,,
15595,0,0,0,#¡DIV/0!,0,,
15596,0,0,0,#¡DIV/0!,0,,
15597,0,0,0,#¡DIV/0!,0,,
15598,0,0,0,#¡DIV/0!,0,,
15599,0,0,0,#¡DIV/0!,0,,
15600,0,0,0,#¡DIV/0!,0,,
15601,0,0,0,#¡DIV/0!,0,,
15602,0,0,0,#¡DIV/0!,0,,
15603,0,0,0,#¡DIV/0!,0,,
15604,0,0,0,#¡DIV/0!,0,,
15605,0.97000002,0.97,1.97E-08,2.03E-06,2.03E-06,,
15606,0.970000066,0.97,6.62E-08,6.83E-06,6.83E-06,,
15607,0.70361967,0.67,0.03361967,4.778102679,4.778102679,,
15608,0.456475616,0.43,0.026475616,5.800006654,5.800006654,,
15609,0.369129401,0.36,0.009129401,2.473225209,2.473225209,,
15610,0.317387485,0.32,0.002612515,0.823131041,0.823131041,,
15611,0.271679646,0.28,0.008320354,3.062560711,3.062560711,,
15612,0.232071584,0.23,0.002071584,0.892648809,0.892648809,,
15613,0.177038473,0.18,0.002961527,1.67281562,1.67281562,,
15614,0.152425618,0.15,0.002425618,1.59134512,1.59134512,,
15615,0.201896725,0.2,0.001896725,0.939452875,0.939452875,,
15616,0.167355998,0.2,0.032644002,19.50572563,19.50572563,,
15617,0.100000002,0.48,0.379999998,379.9999894,379.9999894,,
15618,0,0,0,#¡DIV/0!,0,,
15619,0,0,0,#¡DIV/0!,0,,
15620,0,0,0,#¡DIV/0!,0,,
15621,0,0,0,#¡DIV/0!,0,,
15622,0,0,0,#¡DIV/0!,0,,
15623,0,0,0,#¡DIV/0!,0,,
15624,0,0,0,#¡DIV/0!,0,,
15625,0,0,0,#¡DIV/0!,0,,
15626,0,0,0,#¡DIV/0!,0,,
15627,0,0,0,#¡DIV/0!,0,,
15628,0,0,0,#¡DIV/0!,0,,
15629,0,0,0,#¡DIV/0!,0,,
15630,0.958996097,0.96,0.001003903,0.104682691,0.104682691,,
15631,0.636378185,0.65,0.013621815,2.140521958,2.140521958,,
15632,0.481609395,0.49,0.008390605,1.742201331,1.742201331,,
15633,0.395317721,0.41,0.014682279,3.714045143,3.714045143,,
15634,0.394219633,0.41,0.015780367,4.002937909,4.002937909,,
15635,0.441432283,0.46,0.018567717,4.206243458,4.206243458,,
15636,0.524916102,0.54,0.015083898,2.873582694,2.873582694,,
15637,0.495571366,0.49,0.005571366,1.12423081,1.12423081,,
15638,0.589278374,0.6,0.010721626,1.819450123,1.819450123,,
15639,0.79647493,0.8,0.00352507,0.442583874,0.442583874,,
15640,0.424340497,0.42,0.004340497,1.022880618,1.022880618,,
15641,0,0,0,#¡DIV/0!,0,,
15642,0,0,0,#¡DIV/0!,0,,
15643,0,0,0,#¡DIV/0!,0,,
15644,0,0,0,#¡DIV/0!,0,,
15645,0,0,0,#¡DIV/0!,0,,
15646,0,0,0,#¡DIV/0!,0,,
15647,0,0,0,#¡DIV/0!,0,,
15648,0,0,0,#¡DIV/0!,0,,
15649,0,0,0,#¡DIV/0!,0,,
15650,0,0,0,#¡DIV/0!,0,,
15651,0,0,0,#¡DIV/0!,0,,
15652,0,0,0,#¡DIV/0!,0,,
15653,0,0,0,#¡DIV/0!,0,,
15654,0.970000005,0.97,4.86E-09,5.01E-07,5.01E-07,,
15655,0.810076843,0.8,0.010076843,1.243936693,1.243936693,,
15656,0.532560185,0.54,0.007439815,1.396990389,1.396990389,,
15657,0.461024597,0.47,0.008975403,1.946838135,1.946838135,,
15658,0.406899237,0.42,0.013100763,3.219657867,3.219657867,,
15659,0.439951425,0.46,0.020048575,4.556997421,4.556997421,,
15660,0.611104743,0.62,0.008895257,1.455602636,1.455602636,,
15661,0.648433752,0.64,0.008433752,1.300634359,1.300634359,,
15662,0.749211189,0.75,0.000788811,0.105285555,0.105285555,,
15663,0.931775289,0.93,0.001775289,0.19052764,0.19052764,,
15664,0.506141133,0.51,0.003858867,0.762409352,0.762409352,,
15665,0,0,0,#¡DIV/0!,0,,
15666,0,0,0,#¡DIV/0!,0,,
15667,0,0,0,#¡DIV/0!,0,,
15668,0,0,0,#¡DIV/0!,0,,
15669,0,0,0,#¡DIV/0!,0,,
15670,0,0,0,#¡DIV/0!,0,,
15671,0,0,0,#¡DIV/0!,0,,
15672,0,0,0,#¡DIV/0!,0,,
15673,0,0,0,#¡DIV/0!,0,,
15674,0,0,0,#¡DIV/0!,0,,
15675,0,0,0,#¡DIV/0!,0,,
15676,0,0,0,#¡DIV/0!,0,,
15677,0,0,0,#¡DIV/0!,0,,
15678,0.970000031,0.97,3.08E-08,3.17E-06,3.17E-06,,
15679,0.835319161,0.79,0.045319161,5.425370679,5.425370679,,
15680,0.56285063,0.53,0.03285063,5.836473917,5.836473917,,
15681,0.377823044,0.36,0.017823044,4.717299353,4.717299353,,
15682,0.287757686,0.28,0.007757686,2.695909214,2.695909214,,
15683,0.247638821,0.25,0.002361179,0.953476901,0.953476901,,
15684,0.199597422,0.21,0.010402578,5.211779791,5.211779791,,
15685,0.145354118,0.14,0.005354118,3.683499062,3.683499062,,
15686,0.322746351,0.34,0.017253649,5.345884936,5.345884936,,
15687,0.370193543,0.38,0.009806457,2.649008053,2.649008053,,
15688,0.504561954,0.49,0.014561954,2.886058727,2.886058727,,
15689,0,0,0,#¡DIV/0!,0,,
15690,0,0,0,#¡DIV/0!,0,,
15691,0,0,0,#¡DIV/0!,0,,
15692,0,0,0,#¡DIV/0!,0,,
15693,0,0,0,#¡DIV/0!,0,,
15694,0,0,0,#¡DIV/0!,0,,
15695,0,0,0,#¡DIV/0!,0,,
15696,0,0,0,#¡DIV/0!,0,,
15697,0,0,0,#¡DIV/0!,0,,
15698,0,0,0,#¡DIV/0!,0,,
15699,0,0,0,#¡DIV/0!,0,,
15700,0,0,0,#¡DIV/0!,0,,
15701,0,0,0,#¡DIV/0!,0,,
15702,0.970000024,0.97,2.44E-08,2.52E-06,2.52E-06,,
15703,0.961437675,0.96,0.001437675,0.149533855,0.149533855,,
15704,0.934012636,0.94,0.005987364,0.64103668,0.64103668,,
15705,0.945703536,0.95,0.004296464,0.45431409,0.45431409,,
15706,0.967901744,0.97,0.002098256,0.21678403,0.21678403,,
15707,0.970000016,0.97,1.64E-08,1.69E-06,1.69E-06,,
15708,0.970000015,0.97,1.47E-08,1.52E-06,1.52E-06,,
15709,0.970000037,0.97,3.74E-08,3.86E-06,3.86E-06,,
15710,0.969999993,0.97,6.71E-09,6.92E-07,6.92E-07,,
15711,0.970000041,0.97,4.12E-08,4.24E-06,4.24E-06,,
15712,0.949138894,0.95,0.000861106,0.09072501,0.09072501,,
15713,0,0,0,#¡DIV/0!,0,,
15714,0,0,0,#¡DIV/0!,0,,
