,Real Kd value,Predicted Kd value,Absolute error,Relative error,Relative error,Mean absolute error,Mean relative error
1973,0.970000043,0.97,4.30E-08,4.43E-06,4.43E-06,,
1974,0.970000054,0.97,5.43E-08,5.60E-06,5.60E-06,,
1975,0.970000017,0.97,1.68E-08,1.73E-06,1.73E-06,,
1976,0.970000022,0.97,2.23E-08,2.30E-06,2.30E-06,,
1977,0.970000011,0.97,1.06E-08,1.09E-06,1.09E-06,,
1978,0.970000033,0.97,3.31E-08,3.41E-06,3.41E-06,,
1979,0.97000006,0.97,5.95E-08,6.14E-06,6.14E-06,,
1980,0.969999992,0.97,7.64E-09,7.88E-07,7.88E-07,,
1981,0.970000006,0.97,5.77E-09,5.94E-07,5.94E-07,,
1982,0.97000001,0.97,9.88E-09,1.02E-06,1.02E-06,,
1983,0.970000033,0.97,3.31E-08,3.42E-06,3.42E-06,,
1984,0.970000059,0.97,5.85E-08,6.03E-06,6.03E-06,,
1985,0.949543179,0.95,0.000456821,0.048109542,0.048109542,,
1986,0,0,0,#¡DIV/0!,0,,
1987,0,0,0,#¡DIV/0!,0,,
1988,0,0,0,#¡DIV/0!,0,,
1989,0,0,0,#¡DIV/0!,0,,
1990,0,0,0,#¡DIV/0!,0,,
1991,0,0,0,#¡DIV/0!,0,,
1992,0,0,0,#¡DIV/0!,0,,
1993,0,0,0,#¡DIV/0!,0,,
1994,0,0,0,#¡DIV/0!,0,,
1995,0,0,0,#¡DIV/0!,0,,
1996,0,0,0,#¡DIV/0!,0,,
1997,0.970000035,0.97,3.47E-08,3.58E-06,3.58E-06,,
1998,0.970000031,0.97,3.12E-08,3.22E-06,3.22E-06,,
1999,0.927303331,0.93,0.002696669,0.29080768,0.29080768,,
2000,0.823769084,0.82,0.003769084,0.457541355,0.457541355,,
2001,0.97000002,0.97,1.97E-08,2.03E-06,2.03E-06,,
2002,0.958114182,0.96,0.001885818,0.19682599,0.19682599,,
2003,0.646391808,0.65,0.003608192,0.558205082,0.558205082,,
2004,0.346067766,0.35,0.003932234,1.13626133,1.13626133,,
2005,0.319403696,0.31,0.009403696,2.944141379,2.944141379,,
2006,0.256499657,0.25,0.006499657,2.533982709,2.533982709,,
2007,0.35972052,0.37,0.01027948,2.857629593,2.857629593,,
2008,0.394465821,0.39,0.004465821,1.132118711,1.132118711,,
2009,0.217372426,0.2,0.017372426,7.992010009,7.992010009,,
2010,0,0,0,#¡DIV/0!,0,,
2011,0,0,0,#¡DIV/0!,0,,
2012,0,0,0,#¡DIV/0!,0,,
2013,0,0,0,#¡DIV/0!,0,,
2014,0,0,0,#¡DIV/0!,0,,
2015,0,0,0,#¡DIV/0!,0,,
2016,0,0,0,#¡DIV/0!,0,,
2017,0,0,0,#¡DIV/0!,0,,
2018,0,0,0,#¡DIV/0!,0,,
2019,0,0,0,#¡DIV/0!,0,,
2020,0,0,0,#¡DIV/0!,0,,
2021,0.970000035,0.97,3.53E-08,3.64E-06,3.64E-06,,
2022,0.970000062,0.97,6.16E-08,6.35E-06,6.35E-06,,
2023,0.945279244,0.94,0.005279244,0.558485083,0.558485083,,
2024,0.707649388,0.7,0.007649388,1.080957272,1.080957272,,
2025,0.587319636,0.59,0.002680364,0.456372202,0.456372202,,
2026,0.688739438,0.69,0.001260562,0.18302454,0.18302454,,
2027,0.95989061,0.96,0.00010939,0.011396065,0.011396065,,
2028,0.969999985,0.97,1.50E-08,1.55E-06,1.55E-06,,
2029,0.970000037,0.97,3.69E-08,3.80E-06,3.80E-06,,
2030,0.970000072,0.97,7.20E-08,7.42E-06,7.42E-06,,
2031,0.968782478,0.97,0.001217522,0.125675525,0.125675525,,
2032,0.960024207,0.96,2.42E-05,0.002521463,0.002521463,,
2033,0.847777856,0.93,0.082222144,9.698548263,9.698548263,,
2034,0,0,0,#¡DIV/0!,0,,
2035,0,0,0,#¡DIV/0!,0,,
2036,0,0,0,#¡DIV/0!,0,,
2037,0,0,0,#¡DIV/0!,0,,
2038,0,0,0,#¡DIV/0!,0,,
2039,0,0,0,#¡DIV/0!,0,,
2040,0,0,0,#¡DIV/0!,0,,
2041,0,0,0,#¡DIV/0!,0,,
2042,0,0,0,#¡DIV/0!,0,,
2043,0,0,0,#¡DIV/0!,0,,
2044,0,0,0,#¡DIV/0!,0,,
2045,0.970000053,0.97,5.35E-08,5.51E-06,5.51E-06,,
2046,0.970000077,0.97,7.67E-08,7.91E-06,7.91E-06,,
2047,0.960876303,0.96,0.000876303,0.091198336,0.091198336,,
2048,0.680178161,0.67,0.010178161,1.496396355,1.496396355,,
2049,0.507611341,0.5,0.007611341,1.49944272,1.49944272,,
2050,0.482017503,0.47,0.012017503,2.493167386,2.493167386,,
2051,0.447052737,0.45,0.002947263,0.659265196,0.659265196,,
2052,0.41150965,0.42,0.00849035,2.063220044,2.063220044,,
2053,0.355756524,0.35,0.005756524,1.618107753,1.618107753,,
2054,0.599803748,0.59,0.009803748,1.634492586,1.634492586,,
2055,0.949878176,0.95,0.000121824,0.012825225,0.012825225,,
2056,0.949377048,0.95,0.000622952,0.0656169,0.0656169,,
2057,0.70190886,0.71,0.00809114,1.152733665,1.152733665,,
2058,0,0,0,#¡DIV/0!,0,,
2059,0,0,0,#¡DIV/0!,0,,
2060,0,0,0,#¡DIV/0!,0,,
2061,0,0,0,#¡DIV/0!,0,,
2062,0,0,0,#¡DIV/0!,0,,
2063,0,0,0,#¡DIV/0!,0,,
2064,0,0,0,#¡DIV/0!,0,,
2065,0,0,0,#¡DIV/0!,0,,
2066,0,0,0,#¡DIV/0!,0,,
2067,0,0,0,#¡DIV/0!,0,,
2068,0,0,0,#¡DIV/0!,0,,
2069,0.969999999,0.97,9.60E-10,9.90E-08,9.90E-08,,
2070,0.97000005,0.97,5.00E-08,5.15E-06,5.15E-06,,
2071,0.969999989,0.97,1.07E-08,1.10E-06,1.10E-06,,
2072,0.970000051,0.97,5.10E-08,5.25E-06,5.25E-06,,
2073,0.956102611,0.95,0.006102611,0.638279939,0.638279939,,
2074,0.63737335,0.62,0.01737335,2.725772827,2.725772827,,
2075,0.418196224,0.41,0.008196224,1.959899039,1.959899039,,
2076,0.406320553,0.41,0.003679447,0.905552701,0.905552701,,
2077,0.357416353,0.35,0.007416353,2.074989885,2.074989885,,
2078,0.314094938,0.31,0.004094938,1.303726302,1.303726302,,
2079,0.257058974,0.26,0.002941026,1.1441056,1.1441056,,
2080,0.275668495,0.28,0.004331505,1.571273054,1.571273054,,
2081,0.349320791,0.35,0.000679209,0.194436911,0.194436911,,
2082,0,0,0,#¡DIV/0!,0,,
2083,0,0,0,#¡DIV/0!,0,,
2084,0,0,0,#¡DIV/0!,0,,
2085,0,0,0,#¡DIV/0!,0,,
2086,0,0,0,#¡DIV/0!,0,,
2087,0,0,0,#¡DIV/0!,0,,
2088,0,0,0,#¡DIV/0!,0,,
2089,0,0,0,#¡DIV/0!,0,,
2090,0,0,0,#¡DIV/0!,0,,
2091,0,0,0,#¡DIV/0!,0,,
2092,0,0,0,#¡DIV/0!,0,,
2093,0.970000011,0.97,1.07E-08,1.10E-06,1.10E-06,,
2094,0.97000001,0.97,9.55E-09,9.84E-07,9.84E-07,,
2095,0.97000006,0.97,5.96E-08,6.14E-06,6.14E-06,,
2096,0.970000059,0.97,5.90E-08,6.08E-06,6.08E-06,,
2097,0.970000005,0.97,5.45E-09,5.62E-07,5.62E-07,,
2098,0.970000012,0.97,1.17E-08,1.21E-06,1.21E-06,,
2099,0.970000025,0.97,2.47E-08,2.55E-06,2.55E-06,,
2100,0.969999993,0.97,6.59E-09,6.80E-07,6.80E-07,,
2101,0.970000009,0.97,8.99E-09,9.27E-07,9.27E-07,,
2102,0.970000039,0.97,3.90E-08,4.02E-06,4.02E-06,,
2103,0.970000025,0.97,2.51E-08,2.59E-06,2.59E-06,,
2104,0.970000024,0.97,2.39E-08,2.46E-06,2.46E-06,,
2105,0.946319528,0.95,0.003680472,0.388924833,0.388924833,,
2106,0,0,0,#¡DIV/0!,0,,
2107,0,0,0,#¡DIV/0!,0,,
2108,0,0,0,#¡DIV/0!,0,,
2109,0,0,0,#¡DIV/0!,0,,
2110,0,0,0,#¡DIV/0!,0,,
2111,0,0,0,#¡DIV/0!,0,,
2112,0,0,0,#¡DIV/0!,0,,
2113,0,0,0,#¡DIV/0!,0,,
2114,0,0,0,#¡DIV/0!,0,,
2115,0,0,0,#¡DIV/0!,0,,
2116,0,0,0,#¡DIV/0!,0,,
2117,0.97000004,0.97,4.02E-08,4.14E-06,4.14E-06,,
2118,0.97,0.97,0,0,0,,
2119,0.970000053,0.97,5.32E-08,5.48E-06,5.48E-06,,
2120,0.970000029,0.97,2.92E-08,3.01E-06,3.01E-06,,
2121,0.969999994,0.97,5.69E-09,5.87E-07,5.87E-07,,
2122,0.970000012,0.97,1.25E-08,1.28E-06,1.28E-06,,
2123,0.970000051,0.97,5.14E-08,5.30E-06,5.30E-06,,
2124,0.970000054,0.97,5.42E-08,5.59E-06,5.59E-06,,
2125,0.969999998,0.97,1.74E-09,1.80E-07,1.80E-07,,
2126,0.97000002,0.97,2.03E-08,2.09E-06,2.09E-06,,
2127,0.969674978,0.97,0.000325022,0.033518689,0.033518689,,
2128,0.956180991,0.95,0.006180991,0.646424771,0.646424771,,
2129,0.941778186,0.94,0.001778186,0.188811551,0.188811551,,
2130,0,0,0,#¡DIV/0!,0,,
2131,0,0,0,#¡DIV/0!,0,,
2132,0,0,0,#¡DIV/0!,0,,
2133,0,0,0,#¡DIV/0!,0,,
2134,0,0,0,#¡DIV/0!,0,,
2135,0,0,0,#¡DIV/0!,0,,
2136,0,0,0,#¡DIV/0!,0,,
2137,0,0,0,#¡DIV/0!,0,,
2138,0,0,0,#¡DIV/0!,0,,
2139,0,0,0,#¡DIV/0!,0,,
2140,0,0,0,#¡DIV/0!,0,,
2141,0.970000016,0.97,1.64E-08,1.69E-06,1.69E-06,,
2142,0.970000016,0.97,1.62E-08,1.67E-06,1.67E-06,,
2143,0.970000045,0.97,4.47E-08,4.61E-06,4.61E-06,,
2144,0.967442125,0.97,0.002557875,0.264395643,0.264395643,,
2145,0.970000024,0.97,2.44E-08,2.51E-06,2.51E-06,,
2146,0.803643736,0.81,0.006356264,0.790930523,0.790930523,,
2147,0.720964492,0.7,0.020964492,2.907839761,2.907839761,,
2148,0.959778658,0.96,0.000221342,0.023061818,0.023061818,,
2149,0.969999994,0.97,5.84E-09,6.02E-07,6.02E-07,,
2150,0.970000059,0.97,5.85E-08,6.03E-06,6.03E-06,,
2151,0.96999999,0.97,1.02E-08,1.05E-06,1.05E-06,,
2152,0.968039362,0.97,0.001960638,0.202537042,0.202537042,,
2153,0.683595016,0.66,0.023595016,3.451607439,3.451607439,,
2154,0,0,0,#¡DIV/0!,0,,
2155,0,0,0,#¡DIV/0!,0,,
2156,0,0,0,#¡DIV/0!,0,,
2157,0,0,0,#¡DIV/0!,0,,
2158,0,0,0,#¡DIV/0!,0,,
2159,0,0,0,#¡DIV/0!,0,,
2160,0,0,0,#¡DIV/0!,0,,
2161,0,0,0,#¡DIV/0!,0,,
2162,0,0,0,#¡DIV/0!,0,,
2163,0,0,0,#¡DIV/0!,0,,
2164,0,0,0,#¡DIV/0!,0,,
2165,0.969999988,0.97,1.23E-08,1.27E-06,1.27E-06,,
2166,0.970000022,0.97,2.23E-08,2.29E-06,2.29E-06,,
2167,0.970000021,0.97,2.09E-08,2.16E-06,2.16E-06,,
2168,0.970000022,0.97,2.15E-08,2.22E-06,2.22E-06,,
2169,0.970000029,0.97,2.86E-08,2.95E-06,2.95E-06,,
2170,0.970000057,0.97,5.69E-08,5.87E-06,5.87E-06,,
2171,0.970000064,0.97,6.41E-08,6.61E-06,6.61E-06,,
2172,0.97000004,0.97,4.03E-08,4.16E-06,4.16E-06,,
2173,0.970000011,0.97,1.13E-08,1.17E-06,1.17E-06,,
2174,0.970000006,0.97,6.10E-09,6.29E-07,6.29E-07,,
2175,0.970000011,0.97,1.10E-08,1.13E-06,1.13E-06,,
2176,0.959963304,0.95,0.009963304,1.037883823,1.037883823,,
2177,0.946597083,0.95,0.003402917,0.359489523,0.359489523,,
2178,0,0,0,#¡DIV/0!,0,,
2179,0,0,0,#¡DIV/0!,0,,
2180,0,0,0,#¡DIV/0!,0,,
2181,0,0,0,#¡DIV/0!,0,,
2182,0,0,0,#¡DIV/0!,0,,
2183,0,0,0,#¡DIV/0!,0,,
2184,0,0,0,#¡DIV/0!,0,,
2185,0,0,0,#¡DIV/0!,0,,
2186,0,0,0,#¡DIV/0!,0,,
2187,0,0,0,#¡DIV/0!,0,,
2188,0,0,0,#¡DIV/0!,0,,
2189,0.970000064,0.97,6.41E-08,6.61E-06,6.61E-06,,
2190,0.970000002,0.97,1.88E-09,1.93E-07,1.93E-07,,
2191,0.756340891,0.76,0.003659109,0.483791044,0.483791044,,
2192,0.468876843,0.48,0.011123157,2.37229826,2.37229826,,
2193,0.414688343,0.42,0.005311657,1.280879194,1.280879194,,
2194,0.376914829,0.38,0.003085171,0.818532686,0.818532686,,
2195,0.347296205,0.35,0.002703795,0.778527212,0.778527212,,
2196,0.30770448,0.31,0.00229552,0.746014477,0.746014477,,
2197,0.266445154,0.28,0.013554846,5.087293021,5.087293021,,
2198,0.222352151,0.24,0.017647849,7.936891668,7.936891668,,
2199,0.166930858,0.18,0.013069142,7.829075023,7.829075023,,
2200,0.241361917,0.25,0.008638083,3.578892386,3.578892386,,
2201,0.433406351,0.44,0.006593649,1.521355013,1.521355013,,
2202,0,0,0,#¡DIV/0!,0,,
2203,0,0,0,#¡DIV/0!,0,,
2204,0,0,0,#¡DIV/0!,0,,
2205,0,0,0,#¡DIV/0!,0,,
2206,0,0,0,#¡DIV/0!,0,,
2207,0,0,0,#¡DIV/0!,0,,
2208,0,0,0,#¡DIV/0!,0,,
2209,0,0,0,#¡DIV/0!,0,,
2210,0,0,0,#¡DIV/0!,0,,
2211,0,0,0,#¡DIV/0!,0,,
2212,0,0,0,#¡DIV/0!,0,,
2213,0.970000008,0.97,7.71E-09,7.95E-07,7.95E-07,,
2214,0.970000015,0.97,1.53E-08,1.58E-06,1.58E-06,,
2215,0.946678001,0.95,0.003321999,0.350911166,0.350911166,,
2216,0.573363716,0.6,0.026636284,4.645617232,4.645617232,,
2217,0.390615499,0.41,0.019384501,4.962553047,4.962553047,,
2218,0.366783557,0.38,0.013216443,3.603335651,3.603335651,,
2219,0.332843723,0.34,0.007156277,2.150041119,2.150041119,,
2220,0.295323349,0.31,0.014676651,4.969688821,4.969688821,,
2221,0.250348477,0.26,0.009651523,3.855235557,3.855235557,,
2222,0.202450889,0.2,0.002450889,1.210609153,1.210609153,,
2223,0.148011616,0.15,0.001988384,1.343397298,1.343397298,,
2224,0.10967685,0.1,0.00967685,8.82305648,8.82305648,,
2225,0.386780222,0.39,0.003219778,0.832456734,0.832456734,,
2226,0.26391172,0.48,0.21608828,81.87900107,81.87900107,,
2227,0,0,0,#¡DIV/0!,0,,
2228,0,0,0,#¡DIV/0!,0,,
2229,0,0,0,#¡DIV/0!,0,,
2230,0,0,0,#¡DIV/0!,0,,
2231,0,0,0,#¡DIV/0!,0,,
2232,0,0,0,#¡DIV/0!,0,,
2233,0,0,0,#¡DIV/0!,0,,
2234,0,0,0,#¡DIV/0!,0,,
2235,0,0,0,#¡DIV/0!,0,,
2236,0,0,0,#¡DIV/0!,0,,
2237,0.970000056,0.97,5.58E-08,5.75E-06,5.75E-06,,
2238,0.969999983,0.97,1.66E-08,1.71E-06,1.71E-06,,
2239,0.877560615,0.9,0.022439385,2.557018191,2.557018191,,
2240,0.560608668,0.56,0.000608668,0.108572729,0.108572729,,
2241,0.400980386,0.41,0.009019614,2.249390357,2.249390357,,
2242,0.372550927,0.38,0.007449073,1.999477657,1.999477657,,
2243,0.338713647,0.34,0.001286353,0.379776002,0.379776002,,
2244,0.301992099,0.31,0.008007901,2.651692329,2.651692329,,
2245,0.255220117,0.27,0.014779883,5.79103375,5.79103375,,
2246,0.209898179,0.24,0.030101821,14.341154,14.341154,,
2247,0.150872987,0.18,0.029127013,19.30565156,19.30565156,,
2248,0.174409415,0.19,0.015590585,8.939072925,8.939072925,,
2249,0.272988704,0.3,0.027011296,9.894656846,9.894656846,,
2250,0.550911298,0.68,0.129088702,23.43184878,23.43184878,,
2251,0,0,0,#¡DIV/0!,0,,
2252,0,0,0,#¡DIV/0!,0,,
2253,0,0,0,#¡DIV/0!,0,,
2254,0,0,0,#¡DIV/0!,0,,
2255,0,0,0,#¡DIV/0!,0,,
2256,0,0,0,#¡DIV/0!,0,,
2257,0,0,0,#¡DIV/0!,0,,
2258,0,0,0,#¡DIV/0!,0,,
2259,0,0,0,#¡DIV/0!,0,,
2260,0,0,0,#¡DIV/0!,0,,
2261,0.970000017,0.97,1.69E-08,1.75E-06,1.75E-06,,
2262,0.912952528,0.89,0.022952528,2.514098771,2.514098771,,
2263,0.579892508,0.56,0.019892508,3.430378471,3.430378471,,
2264,0.423210758,0.42,0.003210758,0.758666515,0.758666515,,
2265,0.346086685,0.37,0.023913315,6.909631466,6.909631466,,
2266,0.306548501,0.31,0.003451499,1.125922768,1.125922768,,
2267,0.27024984,0.28,0.00975016,3.607831769,3.607831769,,
2268,0.231881718,0.26,0.028118282,12.12613161,12.12613161,,
2269,0.178689609,0.21,0.031310391,17.52222232,17.52222232,,
2270,0.170740219,0.2,0.029259781,17.13701735,17.13701735,,
2271,0.22290159,0.26,0.03709841,16.64340306,16.64340306,,
2272,0.173464331,0.2,0.026535669,15.29747833,15.29747833,,
2273,0.422781917,0.43,0.007218083,1.707282782,1.707282782,,
2274,0.448572745,0.62,0.171427255,38.21615489,38.21615489,,
2275,0,0,0,#¡DIV/0!,0,,
2276,0,0,0,#¡DIV/0!,0,,
2277,0,0,0,#¡DIV/0!,0,,
2278,0,0,0,#¡DIV/0!,0,,
2279,0,0,0,#¡DIV/0!,0,,
2280,0,0,0,#¡DIV/0!,0,,
2281,0,0,0,#¡DIV/0!,0,,
2282,0,0,0,#¡DIV/0!,0,,
2283,0,0,0,#¡DIV/0!,0,,
2284,0,0,0,#¡DIV/0!,0,,
2285,0.970000001,0.97,9.94E-10,1.02E-07,1.02E-07,,
2286,0.885446581,0.86,0.025446581,2.873869687,2.873869687,,
2287,0.562819616,0.56,0.002819616,0.500980471,0.500980471,,
2288,0.413539574,0.42,0.006460426,1.562226741,1.562226741,,
2289,0.342246207,0.37,0.027753793,8.109306234,8.109306234,,
2290,0.295543496,0.31,0.014456504,4.891498023,4.891498023,,
2291,0.258638779,0.28,0.021361221,8.259094519,8.259094519,,
2292,0.226012545,0.26,0.033987455,15.03786202,15.03786202,,
2293,0.183172637,0.21,0.026827363,14.6459446,14.6459446,,
2294,0.131646515,0.17,0.038353485,29.13368848,29.13368848,,
2295,0.297405245,0.28,0.017405245,5.852366646,5.852366646,,
2296,0.100000001,0.1,1.27E-09,1.27E-06,1.27E-06,,
2297,0.1,0.1,0,0,0,,
2298,0.930420862,0.95,0.019579138,2.104331347,2.104331347,,
2299,0,0,0,#¡DIV/0!,0,,
2300,0,0,0,#¡DIV/0!,0,,
2301,0,0,0,#¡DIV/0!,0,,
2302,0,0,0,#¡DIV/0!,0,,
2303,0,0,0,#¡DIV/0!,0,,
2304,0,0,0,#¡DIV/0!,0,,
2305,0,0,0,#¡DIV/0!,0,,
2306,0,0,0,#¡DIV/0!,0,,
2307,0,0,0,#¡DIV/0!,0,,
2308,0,0,0,#¡DIV/0!,0,,
2309,0.970000011,0.97,1.12E-08,1.16E-06,1.16E-06,,
2310,0.970000039,0.97,3.94E-08,4.06E-06,4.06E-06,,
2311,0.970000058,0.97,5.84E-08,6.03E-06,6.03E-06,,
2312,0.970000017,0.97,1.68E-08,1.73E-06,1.73E-06,,
2313,0.970000009,0.97,8.96E-09,9.24E-07,9.24E-07,,
2314,0.970000059,0.97,5.86E-08,6.04E-06,6.04E-06,,
2315,0.970000071,0.97,7.12E-08,7.34E-06,7.34E-06,,
2316,0.97000003,0.97,3.02E-08,3.12E-06,3.12E-06,,
2317,0.970000035,0.97,3.55E-08,3.66E-06,3.66E-06,,
2318,0.970000039,0.97,3.92E-08,4.04E-06,4.04E-06,,
2319,0.970000017,0.97,1.67E-08,1.72E-06,1.72E-06,,
2320,0.970000031,0.97,3.10E-08,3.19E-06,3.19E-06,,
2321,0.957173093,0.96,0.002826907,0.295339143,0.295339143,,
2322,0.948669767,0.95,0.001330233,0.140220825,0.140220825,,
2323,0,0,0,#¡DIV/0!,0,,
2324,0,0,0,#¡DIV/0!,0,,
2325,0,0,0,#¡DIV/0!,0,,
2326,0,0,0,#¡DIV/0!,0,,
2327,0,0,0,#¡DIV/0!,0,,
2328,0,0,0,#¡DIV/0!,0,,
2329,0,0,0,#¡DIV/0!,0,,
2330,0,0,0,#¡DIV/0!,0,,
2331,0,0,0,#¡DIV/0!,0,,
2332,0,0,0,#¡DIV/0!,0,,
2333,0.970000067,0.97,6.68E-08,6.89E-06,6.89E-06,,
2334,0.970000033,0.97,3.34E-08,3.44E-06,3.44E-06,,
2335,0.970000057,0.97,5.70E-08,5.87E-06,5.87E-06,,
2336,0.970000014,0.97,1.39E-08,1.44E-06,1.44E-06,,
2337,0.826478895,0.81,0.016478895,1.993867607,1.993867607,,
2338,0.684409681,0.69,0.005590319,0.816808905,0.816808905,,
2339,0.623396763,0.62,0.003396763,0.544879859,0.544879859,,
2340,0.409557334,0.41,0.000442666,0.108083923,0.108083923,,
2341,0.371324236,0.37,0.001324236,0.356625164,0.356625164,,
2342,0.315613982,0.31,0.005613982,1.778749456,1.778749456,,
2343,0.265733478,0.28,0.014266522,5.368733286,5.368733286,,
2344,0.235870094,0.25,0.014129906,5.990545785,5.990545785,,
2345,0.165617755,0.18,0.014382245,8.683999391,8.683999391,,
2346,0.942766405,0.95,0.007233595,0.767273276,0.767273276,,
2347,0,0,0,#¡DIV/0!,0,,
2348,0,0,0,#¡DIV/0!,0,,
2349,0,0,0,#¡DIV/0!,0,,
2350,0,0,0,#¡DIV/0!,0,,
2351,0,0,0,#¡DIV/0!,0,,
2352,0,0,0,#¡DIV/0!,0,,
2353,0,0,0,#¡DIV/0!,0,,
2354,0,0,0,#¡DIV/0!,0,,
2355,0,0,0,#¡DIV/0!,0,,
2356,0,0,0,#¡DIV/0!,0,,
2357,0.970000045,0.97,4.53E-08,4.67E-06,4.67E-06,,
2358,0.970000063,0.97,6.34E-08,6.53E-06,6.53E-06,,
2359,0.969999993,0.97,6.81E-09,7.02E-07,7.02E-07,,
2360,0.788235652,0.8,0.011764348,1.49249128,1.49249128,,
2361,0.516700646,0.51,0.006700646,1.296813876,1.296813876,,
2362,0.492478441,0.5,0.007521559,1.527286998,1.527286998,,
2363,0.445949079,0.45,0.004050921,0.908382055,0.908382055,,
2364,0.567965519,0.56,0.007965519,1.402465179,1.402465179,,
2365,0.727284843,0.74,0.012715157,1.748304958,1.748304958,,
2366,0.534399619,0.54,0.005600381,1.047976258,1.047976258,,
2367,0.458994865,0.46,0.001005135,0.218986014,0.218986014,,
2368,0.673574814,0.68,0.006425186,0.9538935,0.9538935,,
2369,0.790691604,0.8,0.009308396,1.177247396,1.177247396,,
2370,0.802363122,0.94,0.137636878,17.15393866,17.15393866,,
2371,0,0,0,#¡DIV/0!,0,,
2372,0,0,0,#¡DIV/0!,0,,
2373,0,0,0,#¡DIV/0!,0,,
2374,0,0,0,#¡DIV/0!,0,,
2375,0,0,0,#¡DIV/0!,0,,
2376,0,0,0,#¡DIV/0!,0,,
2377,0,0,0,#¡DIV/0!,0,,
2378,0,0,0,#¡DIV/0!,0,,
2379,0,0,0,#¡DIV/0!,0,,
2380,0,0,0,#¡DIV/0!,0,,
2381,0.969999997,0.97,3.18E-09,3.28E-07,3.28E-07,,
2382,0.969999987,0.97,1.30E-08,1.34E-06,1.34E-06,,
2383,0.969999995,0.97,4.63E-09,4.78E-07,4.78E-07,,
2384,0.97000003,0.97,3.02E-08,3.12E-06,3.12E-06,,
2385,0.970000041,0.97,4.13E-08,4.25E-06,4.25E-06,,
2386,0.970000033,0.97,3.29E-08,3.39E-06,3.39E-06,,
2387,0.97000004,0.97,4.04E-08,4.17E-06,4.17E-06,,
2388,0.970000041,0.97,4.11E-08,4.23E-06,4.23E-06,,
2389,0.969999997,0.97,3.25E-09,3.36E-07,3.36E-07,,
2390,0.969999994,0.97,6.11E-09,6.30E-07,6.30E-07,,
2391,0.970000003,0.97,2.57E-09,2.65E-07,2.65E-07,,
2392,0.970000039,0.97,3.95E-08,4.07E-06,4.07E-06,,
2393,0.95745624,0.96,0.00254376,0.265678935,0.265678935,,
2394,0.952307895,0.95,0.002307895,0.242347588,0.242347588,,
2395,0,0,0,#¡DIV/0!,0,,
2396,0,0,0,#¡DIV/0!,0,,
2397,0,0,0,#¡DIV/0!,0,,
2398,0,0,0,#¡DIV/0!,0,,
2399,0,0,0,#¡DIV/0!,0,,
2400,0,0,0,#¡DIV/0!,0,,
2401,0,0,0,#¡DIV/0!,0,,
2402,0,0,0,#¡DIV/0!,0,,
2403,0,0,0,#¡DIV/0!,0,,
2404,0,0,0,#¡DIV/0!,0,,
2405,0.969999994,0.97,5.53E-09,5.70E-07,5.70E-07,,
2406,0.970000001,0.97,1.27E-09,1.31E-07,1.31E-07,,
2407,0.970000045,0.97,4.46E-08,4.60E-06,4.60E-06,,
2408,0.970000021,0.97,2.11E-08,2.18E-06,2.18E-06,,
2409,0.970000039,0.97,3.88E-08,4.00E-06,4.00E-06,,
2410,0.970000053,0.97,5.30E-08,5.46E-06,5.46E-06,,
2411,0.970000034,0.97,3.44E-08,3.55E-06,3.55E-06,,
2412,0.970000009,0.97,9.06E-09,9.34E-07,9.34E-07,,
2413,0.970000004,0.97,4.40E-09,4.54E-07,4.54E-07,,
2414,0.963663067,0.97,0.006336933,0.657588077,0.657588077,,
2415,0.970000062,0.97,6.16E-08,6.35E-06,6.35E-06,,
2416,0.969999981,0.97,1.92E-08,1.98E-06,1.98E-06,,
2417,0.956821982,0.96,0.003178018,0.332143063,0.332143063,,
2418,0.95761375,0.96,0.00238625,0.249187139,0.249187139,,
2419,0,0,0,#¡DIV/0!,0,,
2420,0,0,0,#¡DIV/0!,0,,
2421,0,0,0,#¡DIV/0!,0,,
2422,0,0,0,#¡DIV/0!,0,,
2423,0,0,0,#¡DIV/0!,0,,
2424,0,0,0,#¡DIV/0!,0,,
2425,0,0,0,#¡DIV/0!,0,,
2426,0,0,0,#¡DIV/0!,0,,
2427,0,0,0,#¡DIV/0!,0,,
2428,0,0,0,#¡DIV/0!,0,,
2429,0.970000054,0.97,5.38E-08,5.55E-06,5.55E-06,,
2430,0.970000047,0.97,4.74E-08,4.89E-06,4.89E-06,,
2431,0.969999992,0.97,7.96E-09,8.21E-07,8.21E-07,,
2432,0.970000034,0.97,3.36E-08,3.47E-06,3.47E-06,,
2433,0.970000057,0.97,5.67E-08,5.84E-06,5.84E-06,,
2434,0.970000066,0.97,6.60E-08,6.81E-06,6.81E-06,,
2435,0.96024985,0.96,0.00024985,0.026019309,0.026019309,,
2436,0.90462342,0.91,0.00537658,0.594344502,0.594344502,,
2437,0.726271967,0.73,0.003728033,0.513310908,0.513310908,,
2438,0.568252101,0.56,0.008252101,1.452190172,1.452190172,,
2439,0.446799827,0.45,0.003200173,0.716243135,0.716243135,,
2440,0.405125358,0.42,0.014874642,3.67161456,3.67161456,,
2441,0.469191314,0.48,0.010808686,2.303684264,2.303684264,,
2442,0.968205254,0.97,0.001794746,0.18536837,0.18536837,,
2443,0,0,0,#¡DIV/0!,0,,
2444,0,0,0,#¡DIV/0!,0,,
2445,0,0,0,#¡DIV/0!,0,,
2446,0,0,0,#¡DIV/0!,0,,
